"","HHId","ComunID","ComunSize","Round","Animals.value","TraditionalAssets.value","IndustrialAssets.value","Total.value","Nfields","HHmale","HHAge","route.distance.SB","HHWealthZ","HHWealthAZ","HHWealthTZ","HHWealthIZ","AgeCorWealth","AgeCorWealthA","AgeCorWealthT","AgeCorWealthI","Gini.2","Gini.AgeCor.2","WealthCnt.2","Gini.3","Gini.AgeCor.3","WealthCnt.3","Gini","Gini.AgeCor","MeanWealth","MeanWealth.AgeCor","MeanWealthZ","MedianWealth","MedianWealth.AgeCor","MedianWealthZ","HHCnt","HHSize"
"912","HH0768",81,272,2,1202.5,880,5170.08,7252.58,NA,1,43,29,0.087,0.402,-0.498,0.59,8007.34158117027,1313.19329503736,953.874564502675,6000.04634056934,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,9
"913","HH0769",81,272,2,217.5,510,3870.94,4598.44,NA,1,44,29,-0.654,-0.857,-1.001,0.097,5059.06065761683,224.879165089952,542.735302869046,4534.84369898423,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,7
"914","HH0769",81,272,3,405,770,5064.35,6239.35,0,1,51,29,-0.223,-0.548,-0.608,0.513,6660.36101209392,354.683892713163,850.51418612051,5749.60886376973,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,7
"915","HH0770",81,272,3,542.5,620,3936.81,5099.31,0,1,36,29,-0.044,-0.134,-0.591,0.656,7416.49535845517,631.265158064357,866.069198057413,6214.91693134257,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,6
"916","HH0770",81,272,2,4545,480,4369.64,9394.64,5,1,30,29,1.359,1.664,-0.659,1.12,15644.4416834398,8145.99957635179,805.178785822615,7906.67088961285,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,6
"917","HH0771",81,272,2,220,270,1301.61,1791.61,0,1,21,29,-0.109,0.011,-0.569,0.383,7136.66474381524,769.324334064126,886.397274746295,5349.36289556887,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,3
"918","HH0772",81,272,3,420,480,5096.08,5996.08,4,1,49,29,-0.256,-0.516,-1.034,0.57,6524.24072968578,371.229012951557,520.470108687731,5933.98350601017,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,8
"919","HH0772",81,272,2,1860,630,1972.8,4462.8,2,1,42,29,-0.637,0.743,-0.794,-0.719,5117.30236718732,2107.74188994133,692.961486547376,2677.88536438932,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,8
"920","HH0773",81,272,3,915,790,5241.745,6946.745,2,1,62,29,-0.032,0.131,-0.475,0.556,7468.02881203755,906.226203365022,976.645535033938,5888.02535761653,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,8
"921","HH0773",81,272,2,232.5,1095,9232.025,10559.525,6,1,55,29,0.519,-0.832,-0.356,1.396,10200.2925509508,233.684143170592,1099.93713217535,9052.09246656223,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,8
"922","HH0774",81,272,3,11685,300,1594.215,13579.215,1,1,39,29,1.329,2.011,-1.312,-0.736,15418.2942228202,14068.1983672769,357.710744083301,2644.59119102908,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,7
"923","HH0774",81,272,2,21065,410,5642.91,27117.91,4,1,33,29,3.065,2.501,-0.941,1.27,32876.9238171029,31795.478191813,584.005948170748,8515.67838442304,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,7
"924","HH0775",81,272,2,195,530,5455.08,6180.08,1,1,31,29,0.579,-0.678,-0.623,1.386,10532.8794452725,293.835900814956,837.325625464516,9009.40370951219,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,4
"925","HH0775",81,272,3,555,480,5132.1,6167.1,NA,1,37,29,0.185,-0.143,-0.859,1.006,8472.98893650258,623.36901913586,642.985129208725,7463.65242025941,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,4
"926","HH0776",81,272,3,445,230,4090.935,4765.935,NA,1,30,29,0.381,-0.082,-1.211,1.167,9456.20971172393,677.461856600136,412.823615705291,8095.18562288542,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,5
"927","HH0776",81,272,2,680,410,2855.74,3945.74,3,1,23,29,0.775,0.705,-0.334,1.202,11680.7956341662,1996.73083030511,1124.30483696412,8234.88098189084,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,5
"928","HH0777",81,272,2,0,0,2343.165,2343.165,1,1,42,29,-1.483,-2.08,-2.425,-0.512,2766.45751658334,-0.674790978338862,-5.04103719270282,3086.94172373944,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,3
"929","HH0777",81,272,3,855,370,5174.375,6399.375,1,1,49,29,-0.147,0.033,-1.257,0.597,6974.23491770429,792.050476549828,387.371961317341,6021.27376081689,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,3
"930","HH0778",81,272,2,912.5,870,4996.96,6779.46,NA,1,25,29,1.344,0.795,0.307,1.865,15531.3669106954,2265.31709546156,2004.94651076386,11261.0393947138,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,3
"931","HH0778",81,272,3,567.5,110,1797.25,2474.75,NA,1,32,29,-0.803,0.037,-1.832,-0.097,4575.42925141483,797.256705521915,140.133398901191,4033.86205488122,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,3
"932","HH0779",81,272,3,130,490,5327.83,5947.83,2,1,54,29,-0.331,-1.35,-1.015,0.557,6228.34105193638,96.2683071973515,533.424762691553,5892.64277794517,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,7
"933","HH0779",81,272,2,20,2560,8363.33,10943.33,4,1,47,29,0.712,-1.865,0.637,1.339,11306.5958322613,20.3724975078433,2621.38010922828,8805.24962532384,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,7
"934","HH0780",81,272,2,2827.5,3105,6970.03,12902.53,2,1,43,29,1.128,1.033,0.948,1.11,13976.7959899525,3183.16616722651,3326.15968879638,7865.20108306638,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,9
"935","HH0781",81,272,2,675,560,5368.475,6603.475,2.5,1,39,29,0.073,0.034,-0.849,0.806,7943.51437778971,793.632269871026,650.50948303808,6732.19834006231,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,7
"936","HH0781",81,272,3,1692.5,790,5501.12,7983.62,1,1,45,29,0.316,0.587,-0.53,0.819,9122.28855338076,1694.09214187792,922.813975227915,6778.27695617262,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,7
"937","HH0782",81,272,2,6282.5,560,2971.29,9813.79,4,1,27,29,1.718,1.932,-0.322,0.831,18516.407843358,12408.7759596428,1137.38447871298,6819.54088985651,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,2
"938","HH0782",81,272,3,4910,270,5728.75,10908.75,NA,1,34,29,1.228,1.567,-1.264,1.369,14680.5119849456,7023.8736128034,383.234184238656,8934.43464122634,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,2
"939","HH0783",81,272,3,1532.5,0,437.695,1970.195,1,1,75,29,-1.168,0.797,-2.061,-1.474,3528.20348765336,2272.59975673731,73.1506569597786,1481.92592341553,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,1
"940","HH0783",81,272,2,38000,2200,4839.905,45039.905,2,1,69,29,3.486,2.266,0.717,0.454,38708.6051609781,21369.7345929146,2790.43402296716,5564.93047873529,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,1
"941","HH0784",81,272,3,0,510,827.83,1337.83,1,1,47,29,-2.651,-2.342,-0.965,-1.886,888.937825581226,-20.8114021726388,567.303315482936,1006.29708391058,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,6
"942","HH0784",81,272,2,377.5,310,697.89,1385.39,2,1,41,29,-2.025,-0.44,-1.339,-1.637,1726.08804368401,413.031460886743,343.849553127735,1280.51886557077,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,6
"943","HH0785",81,272,3,1410,690,5519.225,7619.225,NA,1,43,29,0.291,0.474,-0.632,0.887,8994.25902427986,1449.44553567551,828.870023346986,7024.08538052724,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,7
"944","HH0785",81,272,2,20,1245,714.41,1979.41,1,1,37,29,-1.482,-1.859,-0.021,-1.4,2767.64667417356,21.0883893178811,1508.48599034092,1580.47237301242,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,7
"945","HH0786",81,272,3,965,620,2001.47,3586.47,NA,1,35,29,-0.51,0.362,-0.556,-0.201,5562.00175680765,1241.90938737674,898.006813193866,3779.40627246283,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,3
"946","HH0787",81,272,2,20,50,1924.705,1994.705,2,1,65,29,-1.591,-1.797,-1.899,-0.83,2531.42631774331,28.1454619653625,119.049602527893,2472.40382834369,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,1
"947","HH0788",81,272,2,2127.5,770,4683.33,7580.83,2,1,40,29,0.258,0.879,-0.579,0.543,8828.92253772487,2554.61148243934,877.107098333972,5847.73639395182,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,10
"948","HH0789",81,272,2,532.5,635,5440.015,6607.515,1,1,20,29,1.77,0.741,0.395,2.79,18968.4381917409,2099.74980036713,2156.98539040633,16713.867851201,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,3
"949","HH0790",81,272,2,1417.5,210,2410.625,4038.125,2,1,23,29,0.807,1.209,-0.921,0.955,11882.1834996595,4106.70400888687,597.586958572004,7272.20570348368,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,4
"950","HH0790",81,272,3,300,640,5481.6,6421.6,NA,1,30,29,0.795,-0.41,-0.28,1.613,11802.604321762,430.956965202713,1185.35615913718,10030.1929109119,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,4
"951","HH0791",81,272,3,160,320,747.615,1227.615,NA,1,29,29,-1.622,-0.875,-0.872,-0.756,2468.29941295633,218.973629661988,633.652238253967,2607.72326280219,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,2
"952","HH0792",81,272,2,4375,370,4367.25,9112.25,1,1,41,29,0.538,1.377,-1.213,0.394,10305.9224986296,5268.06180335018,411.666892962571,5382.38303835974,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,5
"953","HH0792",81,272,3,325,380,5212.87,5917.87,2,1,47,29,-0.234,-0.703,-1.221,0.665,6616.59284580827,283.374364081816,407.285413015767,6247.88996082885,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,5
"954","HH0793",81,272,2,175,410,701.42,1286.42,NA,1,17,29,-0.042,0.201,0.197,0.141,7426.26885242624,996.126054188892,1826.61661116925,4654.24290182315,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,3
"955","HH0793",81,272,3,350,490,1526.01,2366.01,NA,1,24,29,0.031,0.062,-0.126,0.412,7750.38926954073,824.902706519431,1369.6507757481,5436.19451381905,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,3
"956","HH0794",81,272,3,2165,710,3257.375,6132.375,1,1,41,29,-0.002,0.831,-0.574,0.123,7603.08954558184,2385.56170323836,881.880747983304,4604.07510712268,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,9
"957","HH0794",81,272,2,110,2860,2217.595,5187.595,1,1,35,29,-0.06,-1.17,1.049,-0.205,7348.2810996344,134.776621677141,3584.75997863533,3770.14427523927,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,9
"958","HH0795",81,272,2,0,0,1521.265,1521.265,NA,1,21,29,-0.349,-1.598,-2.024,0.57,6159.45083820219,54.3758661400449,82.916037502169,5932.93488034561,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,2
"959","HH0796",81,272,2,127.5,540,628.405,1295.905,2,1,22,29,-0.716,-0.469,0.032,-0.412,4853.85050841805,396.569557317916,1580.7909914065,3300.62398692484,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,3
"960","HH0797",81,272,2,217.5,420,4965.345,5602.845,2,1,27,29,0.849,-0.42,-0.598,1.622,12136.8814031694,425.119888528775,859.093917172362,10075.5390053791,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,7
"961","HH0798",81,272,3,917.5,570,4012.345,5499.845,NA,0,43,29,-0.242,0.14,-0.812,0.364,6582.37849759641,917.580744332519,678.994500454998,5293.40893966424,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,4
"962","HH0799",81,272,2,0,360,757.655,1117.655,NA,1,23,29,-1.056,-1.753,-0.459,-0.339,3830.75892579187,33.4296330579204,992.7246947871,3461.09443326088,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,3
"963","HH0800",81,272,3,23620,330,4388.48,28338.48,NA,1,28,29,2.658,2.504,-0.783,1.448,27887.235467927,31949.5638160985,702.361777103761,9278.39049289657,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,3
"964","HH0800",81,272,2,280,360,686.275,1326.275,NA,1,21,29,-0.554,0.192,-0.301,-0.257,5405.22042889554,984.364782643213,1161.24017787765,3647.81855177035,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,3
"965","HH0801",81,272,3,240,810,955.51,2005.51,NA,1,22,29,0.036,-0.09,0.541,0.084,7774.87687859943,670.409891240193,2430.23362570869,4499.80337350598,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,3
"966","HH0802",81,272,3,12320,2760,6437.615,21517.615,0,1,47,29,1.963,1.922,0.751,1.04,20688.3316227282,12216.4897397639,2865.39906166428,7596.36730644141,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,11
"967","HH0802",81,272,2,2685,1070,3435.01,7190.01,3,1,40,29,0.17,1.049,-0.252,0.08,8399.87102615561,3256.509198469,1216.88754377357,4489.91902229853,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,11
"968","HH0803",81,272,2,1535,1145,3868.425,6548.425,1.5,1,33,29,0.475,0.83,0.052,0.68,9959.35948816152,2380.43157623426,1609.14959352766,6296.42227224063,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,6
"969","HH0803",81,272,3,1280,330,7623.345,9233.345,NA,1,39,29,0.721,0.474,-1.233,1.577,11355.6373812423,1448.37010825162,400.344764055231,9863.94883821756,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,6
"970","HH0804",81,272,2,185,310,7798.955,8293.955,NA,1,71,29,0.444,-0.661,-1.066,1.224,9794.33962879576,301.588363855615,500.143416915021,8324.59057309481,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,1
"971","HH0805",81,272,2,327.5,560,3825.37,4712.87,NA,1,25,29,0.807,0.017,-0.175,1.419,11881.9666171487,775.294764598138,1309.27604751406,9150.87924376755,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,4
"972","HH0805",81,272,3,260,510,4618.29,5388.29,NA,1,31,29,0.46,-0.569,-0.557,1.265,9876.86792252853,344.191221308208,896.981885979239,8493.60581966779,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,4
"973","HH0806",81,272,2,2570,3295,9891.89,15756.89,2,1,49,29,1.393,0.892,0.943,1.635,15905.3986824554,2602.4220213182,3313.34868168385,10133.2992323045,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,9
"974","HH0806",81,272,3,840,440,6155.22,7435.22,2,1,56,29,0.032,0.012,-1.089,0.805,7756.32120451192,770.198557432025,485.565889619303,6729.72863708038,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,9
"975","HH0807",81,272,3,19875,580,4138.85,24593.85,NA,1,37,29,2.294,2.351,-0.684,0.672,23915.6448502809,24642.2305611468,784.013617747866,6268.75935885275,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,5
"976","HH0808",81,272,2,417.5,735,2638.9,3791.4,3,1,27,29,0.264,0.088,-0.04,0.668,8860.90021794184,853.987438385138,1482.25513306594,6255.18016702612,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,4
"977","HH0808",81,272,3,550,490,6102.705,7142.705,NA,1,34,29,0.611,-0.06,-0.74,1.471,10718.9353805954,698.18615569858,736.836255379088,9381.41927800514,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,4
"978","HH0809",81,272,3,75,510,466.8,1051.8,NA,1,26,29,-1.547,-1.262,-0.236,-0.891,2624.79643360088,114.027998913088,1236.17375839073,2364.11834638454,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,2
"979","HH0810",81,272,2,1780,460,6291.405,8531.405,5,1,30,29,1.2,1.041,-0.698,1.723,14480.1125155426,3220.47173616755,772.102495818387,10555.9977866789,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,4
"980","HH0811",81,272,3,850,510,1832.46,3192.46,3,1,51,29,-1.341,0.02,-0.988,-1.092,3093.1492743375,778.925800716081,551.561117957531,2030.27841566978,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,9
"981","HH0811",81,272,2,40,620,2742.65,3402.65,2,1,45,29,-1.103,-1.697,-0.848,-0.431,3701.10923279048,40.6191154582575,651.301085516118,3258.25414570183,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,9
"982","HH0812",81,272,2,10685,590,618.495000000001,11893.495,NA,1,17,29,2.553,2.341,0.612,0.022,26698.8556190469,24239.2114493102,2569.48048841963,4334.4911328583,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,3
"983","HH0812",81,272,3,330,690,4068.525,5088.525,NA,1,23,29,1.092,0.089,0.296,1.859,13732.3622722536,855.066017646136,1986.46128176155,11230.84810779,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,3
"984","HH0813",81,272,2,842.5,2620,5463.34,8925.84,3,1,51,29,0.261,0.074,0.631,0.447,8848.52053247303,838.565619701754,2610.129059305,5544.66546544354,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,9
"985","HH0814",81,272,2,1335,3000,5823.89,10158.89,2,1,64,29,0.491,0.475,0.983,0.583,10045.4259408715,1450.36694153348,3414.55451765518,5976.45164998135,0.469574628325872,0.367981565082511,60,0.532726913727178,0.391351567271206,56,0.48365697356959,0.361312509524689,7197.27501234568,9766.14902129519,0.113907407407407,5229.8625,8209.16605055405,0.13,81,3
